flight_risk_score_key,employee_id,snapshot_date,dept_code,band,employment_status,salary_gap_to_p50_pct,kpi_score,pay_freeze_months,tenure_months,months_since_last_move,seniority_risk_window_flag,risk_component_salary,risk_component_kpi,risk_component_promo,risk_component_freeze,risk_component_seniority,weight_salary_used,weight_kpi_used,weight_promo_used,weight_freeze_used,weight_seniority_used,missing_features,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band,reason_salary,reason_kpi,reason_promo,reason_freeze,reason_seniority
67,E000002,2025-02-01,01CN000010,Band 4,Active,-0.2061,74.7,0,55,7,False,0.3435,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.87,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 74.7/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 55 tháng)
68,E000002,2025-03-01,01CN000010,Band 4,Active,-0.2061,80.4,0,56,8,False,0.3435,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.87,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 80.4/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 56 tháng)
69,E000002,2025-04-01,01CN000010,Band 4,Active,-0.2061,69.2,0,57,9,False,0.3435,0.0133,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,10.2,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 69.2/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 57 tháng)
70,E000002,2025-05-01,01CN000010,Band 4,Active,-0.2061,72.0,0,58,10,False,0.3435,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.87,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 72.0/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 58 tháng)
71,E000002,2025-06-01,01CN000010,Band 4,Active,-0.2061,76.4,0,59,11,False,0.3435,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.87,Low,Lương thấp hơn P50 thị trường 20.6%,Điểm KPI 76.4/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 59 tháng)
72,E000002,2025-07-01,01CN000010,Band 4,Active,-0.1863,77.0,0,60,12,False,0.3105,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.21,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 77.0/100,Đổi vai gần đây (12 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 60 tháng)
73,E000002,2025-08-01,01CN000010,Band 4,Active,-0.1863,72.4,0,61,13,False,0.3105,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.21,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 72.4/100,Đổi vai gần đây (13 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 61 tháng)
74,E000002,2025-09-01,01CN000010,Band 4,Active,-0.1863,74.2,0,62,14,False,0.3105,0.0,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.21,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 74.2/100,Đổi vai gần đây (14 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 62 tháng)
75,E000002,2025-10-01,01CN000010,Band 4,Active,-0.1863,63.8,0,63,15,False,0.3105,0.1033,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.79,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 63.8/100,Đổi vai gần đây (15 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 63 tháng)
76,E000002,2025-11-01,01CN000010,Band 4,Active,-0.1863,65.3,0,64,16,False,0.3105,0.0783,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,11.17,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 65.3/100,Đổi vai gần đây (16 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 64 tháng)
77,E000002,2025-12-01,01CN000010,Band 4,Active,-0.1863,68.8,0,65,17,False,0.3105,0.02,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,9.71,Low,Lương thấp hơn P50 thị trường 18.6%,Điểm KPI 68.8/100,Đổi vai gần đây (17 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 65 tháng)
78,E000003,2021-01-01,01CN000001,Band 5,Active,-0.1006,30.1,0,2,2,False,0.1677,0.665,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.98,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 30.1/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 2 tháng)
79,E000003,2021-02-01,01CN000001,Band 5,Active,-0.1006,38.6,0,3,3,False,0.1677,0.5233,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.44,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 38.6/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 3 tháng)
80,E000003,2021-03-01,01CN000001,Band 5,Active,-0.1006,36.2,0,4,4,False,0.1677,0.5633,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,20.44,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 36.2/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 4 tháng)
81,E000003,2021-04-01,01CN000001,Band 5,Active,-0.1006,34.5,0,5,5,False,0.1677,0.5917,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.14,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 34.5/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 5 tháng)
82,E000003,2021-05-01,01CN000001,Band 5,Active,-0.1006,37.4,0,6,6,False,0.1677,0.5433,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,19.94,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 37.4/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 6 tháng)
83,E000003,2021-06-01,01CN000001,Band 5,Active,-0.1006,28.5,0,7,7,False,0.1677,0.6917,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,23.64,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 28.5/100,Đổi vai gần đây (7 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 7 tháng)
84,E000003,2021-07-01,01CN000001,Band 5,Active,-0.1006,39.7,0,8,8,False,0.1677,0.505,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,18.98,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 39.7/100,Đổi vai gần đây (8 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 8 tháng)
85,E000003,2021-08-01,01CN000001,Band 5,Active,-0.1006,34.2,0,9,9,False,0.1677,0.5967,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.27,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 34.2/100,Đổi vai gần đây (9 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 9 tháng)
86,E000003,2021-09-01,01CN000001,Band 5,Active,-0.1006,30.2,0,10,10,False,0.1677,0.6633,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.94,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 30.2/100,Đổi vai gần đây (10 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 10 tháng)
87,E000003,2021-10-01,01CN000001,Band 5,Active,-0.1006,36.7,0,11,11,True,0.1677,0.555,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,27.23,Low,Lương thấp hơn P50 thị trường 10.1%,Điểm KPI 36.7/100,Đổi vai gần đây (11 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 11 tháng)"
88,E000003,2021-11-01,01CN000001,Band 5,Active,-0.0334,24.1,0,12,0,True,0.0557,0.765,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,30.24,Low,Lương thấp hơn P50 thị trường 3.3%,Điểm KPI 24.1/100,Đổi vai gần đây (0 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 12 tháng)"
89,E000003,2021-12-01,01CN000001,Band 5,Active,-0.0334,33.2,0,13,1,True,0.0557,0.6133,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,26.45,Low,Lương thấp hơn P50 thị trường 3.3%,Điểm KPI 33.2/100,Đổi vai gần đây (1 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (12M_ANNIVERSARY, 13 tháng)"
90,E000003,2022-01-01,01CN000001,Band 5,Active,-0.0966,33.0,0,14,2,False,0.161,0.6167,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.64,Low,Lương thấp hơn P50 thị trường 9.7%,Điểm KPI 33.0/100,Đổi vai gần đây (2 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 14 tháng)
91,E000003,2022-02-01,01CN000001,Band 5,Active,-0.0966,34.0,0,15,3,False,0.161,0.6,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,21.22,Low,Lương thấp hơn P50 thị trường 9.7%,Điểm KPI 34.0/100,Đổi vai gần đây (3 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 15 tháng)
92,E000003,2022-03-01,01CN000001,Band 5,Active,-0.0966,31.9,0,16,4,False,0.161,0.635,0.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.1,Low,Lương thấp hơn P50 thị trường 9.7%,Điểm KPI 31.9/100,Đổi vai gần đây (4 tháng trước),Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 16 tháng)
93,E000003,2022-04-01,01CN000001,Band 5,Active,-0.0966,35.0,0,17,5,True,0.161,0.5833,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,27.8,Low,Lương thấp hơn P50 thị trường 9.7%,Điểm KPI 35.0/100,Đổi vai gần đây (5 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 17 tháng)"
94,E000003,2022-05-01,01CN000001,Band 5,Terminated,-0.0966,31.8,0,18,6,True,0.161,0.6367,0.0,0.0,1.0,0.2,0.25,0.25,0.2,0.1,,0,False,,29.14,Low,Lương thấp hơn P50 thị trường 9.7%,Điểm KPI 31.8/100,Đổi vai gần đây (6 tháng trước),Không bị đóng băng lương,"Đang trong cửa sổ rủi ro thâm niên (18M_ANNIVERSARY, 18 tháng)"
95,E000004,2021-01-01,01CN000037,Band 4,Active,0.1783,77.0,0,52,52,False,0.0,0.0,0.7778,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,22.44,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 77.0/100,Lần đổi vai gần nhất cách đây 52 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 52 tháng)
96,E000004,2021-02-01,01CN000037,Band 4,Active,0.1783,68.5,0,53,53,False,0.0,0.025,0.8056,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,23.76,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 68.5/100,Lần đổi vai gần nhất cách đây 53 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 53 tháng)
97,E000004,2021-03-01,01CN000037,Band 4,Active,0.1783,62.6,0,54,54,False,0.0,0.1233,0.8333,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,26.92,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 62.6/100,Lần đổi vai gần nhất cách đây 54 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 54 tháng)
98,E000004,2021-04-01,01CN000037,Band 4,Active,0.1783,62.2,0,55,55,False,0.0,0.13,0.8611,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,27.78,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 62.2/100,Lần đổi vai gần nhất cách đây 55 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 55 tháng)
99,E000004,2021-05-01,01CN000037,Band 4,Active,0.1783,70.9,0,56,56,False,0.0,0.0,0.8889,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,25.22,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 70.9/100,Lần đổi vai gần nhất cách đây 56 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 56 tháng)
100,E000004,2021-06-01,01CN000037,Band 4,Active,0.1783,65.7,0,57,57,False,0.0,0.0717,0.9167,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,27.71,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 65.7/100,Lần đổi vai gần nhất cách đây 57 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 57 tháng)
101,E000004,2021-07-01,01CN000037,Band 4,Active,0.1783,66.7,0,58,58,False,0.0,0.055,0.9444,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,27.99,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 66.7/100,Lần đổi vai gần nhất cách đây 58 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 58 tháng)
102,E000004,2021-08-01,01CN000037,Band 4,Terminated,0.1783,66.5,0,59,59,False,0.0,0.0583,0.9722,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.76,Low,Lương bằng/cao hơn P50 thị trường (+17.8%),Điểm KPI 66.5/100,Lần đổi vai gần nhất cách đây 59 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 59 tháng)
103,E000005,2021-01-01,01QT000010,Band 6,Active,-0.0497,84.2,0,76,76,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 84.2/100,Chưa đổi vai hoặc thăng cấp 76 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 76 tháng)
104,E000005,2021-02-01,01QT000010,Band 6,Active,-0.0497,88.5,0,77,77,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 88.5/100,Chưa đổi vai hoặc thăng cấp 77 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 77 tháng)
105,E000005,2021-03-01,01QT000010,Band 6,Active,-0.0497,86.2,0,78,78,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 86.2/100,Chưa đổi vai hoặc thăng cấp 78 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 78 tháng)
106,E000005,2021-04-01,01QT000010,Band 6,Active,-0.0497,99.2,0,79,79,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 99.2/100,Chưa đổi vai hoặc thăng cấp 79 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 79 tháng)
107,E000005,2021-05-01,01QT000010,Band 6,Active,-0.0497,95.4,0,80,80,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 95.4/100,Chưa đổi vai hoặc thăng cấp 80 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 80 tháng)
108,E000005,2021-06-01,01QT000010,Band 6,Active,-0.0497,99.9,0,81,81,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 99.9/100,Chưa đổi vai hoặc thăng cấp 81 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 81 tháng)
109,E000005,2021-07-01,01QT000010,Band 6,Active,-0.0497,92.1,0,82,82,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 92.1/100,Chưa đổi vai hoặc thăng cấp 82 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 82 tháng)
110,E000005,2021-08-01,01QT000010,Band 6,Active,-0.0497,98.2,0,83,83,False,0.0828,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.66,Low,Lương thấp hơn P50 thị trường 5.0%,Điểm KPI 98.2/100,Chưa đổi vai hoặc thăng cấp 83 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 83 tháng)
111,E000005,2021-09-01,01QT000010,Band 6,Active,0.0038,100.0,0,84,84,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+0.4%),Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 84 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 84 tháng)
112,E000005,2021-10-01,01QT000010,Band 6,Active,0.0038,89.6,0,85,85,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+0.4%),Điểm KPI 89.6/100,Chưa đổi vai hoặc thăng cấp 85 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 85 tháng)
113,E000005,2021-11-01,01QT000010,Band 6,Active,0.0038,100.0,0,86,86,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+0.4%),Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 86 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 86 tháng)
114,E000005,2021-12-01,01QT000010,Band 6,Active,0.0038,97.3,0,87,87,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+0.4%),Điểm KPI 97.3/100,Chưa đổi vai hoặc thăng cấp 87 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 87 tháng)
115,E000005,2022-01-01,01QT000010,Band 6,Active,-0.0619,91.4,0,88,88,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 91.4/100,Chưa đổi vai hoặc thăng cấp 88 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 88 tháng)
116,E000005,2022-02-01,01QT000010,Band 6,Active,-0.0619,100.0,0,89,89,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 89 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 89 tháng)
117,E000005,2022-03-01,01QT000010,Band 6,Active,-0.0619,100.0,0,90,90,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 90 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 90 tháng)
118,E000005,2022-04-01,01QT000010,Band 6,Active,-0.0619,95.4,0,91,91,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 95.4/100,Chưa đổi vai hoặc thăng cấp 91 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 91 tháng)
119,E000005,2022-05-01,01QT000010,Band 6,Active,-0.0619,87.5,0,92,92,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 87.5/100,Chưa đổi vai hoặc thăng cấp 92 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 92 tháng)
120,E000005,2022-06-01,01QT000010,Band 6,Active,-0.0619,100.0,0,93,93,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 93 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 93 tháng)
121,E000005,2022-07-01,01QT000010,Band 6,Active,-0.0619,100.0,0,94,94,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 94 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 94 tháng)
122,E000005,2022-08-01,01QT000010,Band 6,Active,-0.0619,93.3,0,95,95,False,0.1032,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,30.06,Low,Lương thấp hơn P50 thị trường 6.2%,Điểm KPI 93.3/100,Chưa đổi vai hoặc thăng cấp 95 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 95 tháng)
123,E000005,2022-09-01,01QT000010,Band 6,Active,0.0116,94.6,0,96,96,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+1.2%),Điểm KPI 94.6/100,Chưa đổi vai hoặc thăng cấp 96 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 96 tháng)
124,E000005,2022-10-01,01QT000010,Band 6,Active,0.0116,100.0,0,97,97,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+1.2%),Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 97 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 97 tháng)
125,E000005,2022-11-01,01QT000010,Band 6,Active,0.0116,100.0,0,98,98,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+1.2%),Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 98 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 98 tháng)
126,E000005,2022-12-01,01QT000010,Band 6,Active,0.0116,100.0,0,99,99,False,0.0,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,28.0,Low,Lương bằng/cao hơn P50 thị trường (+1.2%),Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 99 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 99 tháng)
127,E000005,2023-01-01,01QT000010,Band 6,Active,-0.0545,100.0,0,100,100,False,0.0908,0.0,1.0,0.0,0.3,0.2,0.25,0.25,0.2,0.1,,0,False,,29.82,Low,Lương thấp hơn P50 thị trường 5.5%,Điểm KPI 100.0/100,Chưa đổi vai hoặc thăng cấp 100 tháng,Không bị đóng băng lương,Ngoài cửa sổ rủi ro thâm niên (thâm niên 100 tháng)
