position_code,position_name,job_code,dept_code,reports_to_position_code,band,role_type,location_code,is_manager,status,job_group_code
1CN01026,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Hà Đông (Văn Quán),M00109,01CN000024,1CN00800,Band 3,,HNO49,0,A,RM
1CN00824,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hà Đông (Văn Quán),MK061C,01CN000024,1CN00800,Band 2,,HNO49,0,A,ARM
1CN01257,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Hà Đông (Văn Quán),M00110,01CN000024,1CN00800,Band 2,,HNO49,0,A,RM
1CN00010,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),MJ011M,01CN000072,1CN00830,Band 5,,HNO65,1,A,TL
1CN00668,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),M00109,01CN000072,1CN00830,Band 3,,HNO65,0,A,RM
1CN00082,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),MK015S,01CN000072,1CN00830,Band 3,,HNO65,0,A,ARM
1CN00247,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),M00110,01CN000072,1CN00830,Band 2,,HNO65,0,A,RM
1CN01323,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Thành Công,MJ011M,01CN000034,1CN00454,Band 5,,HNO11,1,A,TL
1CN00525,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thành Công,M00109,01CN000034,1CN00454,Band 3,,HNO11,0,A,RM
1CN00263,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thành Công,M00110,01CN000034,1CN00454,Band 2,,HNO11,0,A,RM
1CN00907,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Thành Công,MK061C,01CN000034,1CN00454,Band 2,,HNO11,0,A,ARM
1CN00031,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Bắc Ninh,MJ011M,01CN000070,1CN00060,Band 5,,BNI01,1,A,TL
1CN00775,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Bắc Ninh,M00108,01CN000070,1CN00060,Band 4,,BNI01,0,A,RM
1CN01259,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Bắc Ninh,M00110,01CN000070,1CN00060,Band 2,,BNI01,0,A,RM
1CN00514,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Bắc Ninh,M00109,01CN000070,1CN00060,Band 3,,BNI01,0,A,RM
1CN00538,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Cầu Giấy,MJ011M,01CN000006,1CN00405,Band 5,,HNO52,1,A,TL
1CN00275,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Cầu Giấy,M00108,01CN000006,1CN00405,Band 4,,HNO52,0,A,RM
1CN00998,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Cầu Giấy,MK015S,01CN000006,1CN00405,Band 3,,HNO52,0,A,ARM
1CN00868,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Cầu Giấy,M00109,01CN000006,1CN00405,Band 3,,HNO52,0,A,RM
1CN01376,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Cầu Giấy,M00110,01CN000006,1CN00405,Band 2,,HNO52,0,A,RM
1CN01135,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Cầu Giấy,MK061C,01CN000006,1CN00405,Band 2,,HNO52,0,A,ARM
1CN00982,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Đống Đa,MJ011M,01CN000073,1CN01241,Band 5,,HNO34,1,A,TL
1CN01191,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Đống Đa,M00107,01CN000073,1CN01241,Band 4,,HNO34,0,A,RM
1CN00392,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Đống Đa,M00108,01CN000073,1CN01241,Band 4,,HNO34,0,A,RM
1CN01329,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Đống Đa,M00109,01CN000073,1CN01241,Band 3,,HNO34,0,A,RM
1CN00599,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Đống Đa,M00110,01CN000073,1CN01241,Band 2,,HNO34,0,A,RM
1CN01025,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đống Đa,MK061C,01CN000073,1CN01241,Band 2,,HNO34,0,A,ARM
1CN00245,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Hà Nội,MJ011M,01CN000041,1CN00209,Band 5,,HNO17,1,A,TL
1CN00148,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Hà Nội,M00108,01CN000041,1CN00209,Band 4,,HNO17,0,A,RM
1CN01303,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Hà Nội,M00109,01CN000041,1CN00209,Band 3,,HNO17,0,A,RM
1CN00737,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hà Nội,MK015S,01CN000041,1CN00209,Band 3,,HNO17,0,A,ARM
1CN00381,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Hà Nội,M00110,01CN000041,1CN00209,Band 2,,HNO17,0,A,RM
1CN00406,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hà Nội,MK061C,01CN000041,1CN00209,Band 2,,HNO17,0,A,ARM
1CN01338,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Hải Phòng,M00108,01CN000020,1CN00199,Band 4,,HPH01,0,A,RM
1CN00570,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hải Phòng,MK015S,01CN000020,1CN00199,Band 3,,HPH01,0,A,ARM
1CN00527,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Hải Phòng,M00109,01CN000020,1CN00199,Band 3,,HPH01,0,A,RM
1CN00559,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hải Phòng,MK061C,01CN000020,1CN00199,Band 2,,HPH01,0,A,ARM
1CN00473,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Hải Phòng,M00110,01CN000020,1CN00199,Band 2,,HPH01,0,A,RM
1CN00533,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Long Biên,MJ011M,01CN000001,1CN00764,Band 5,,HNO63,1,A,TL
1CN01383,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Long Biên,M00108,01CN000001,1CN00764,Band 4,,HNO63,0,A,RM
1CN00684,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Long Biên,M00109,01CN000001,1CN00764,Band 3,,HNO63,0,A,RM
1CN01051,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Long Biên,MK061C,01CN000001,1CN00764,Band 2,,HNO63,0,A,ARM
1CN00879,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Long Biên,M00110,01CN000001,1CN00764,Band 2,,HNO63,0,A,RM
1CN01092,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Quảng Ninh,M00108,01CN000044,1CN01243,Band 4,,QNI01,0,A,RM
1CN00016,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Quảng Ninh,MK061C,01CN000044,1CN01243,Band 2,,QNI01,0,A,ARM
1CN00550,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Quảng Ninh,M00110,01CN000044,1CN01243,Band 2,,QNI01,0,A,RM
1CN00605,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Thanh Xuân,M00108,01CN000085,1CN00486,Band 4,,HNO44,0,A,RM
1CN00191,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Thanh Xuân,MJ011M,01CN000085,1CN00486,Band 5,,HNO44,1,A,TL
1CN00801,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Thanh Xuân,M00109,01CN000085,1CN00486,Band 3,,HNO44,0,A,RM
1CN00171,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Thanh Xuân,M00110,01CN000085,1CN00486,Band 2,,HNO44,0,A,RM
1CN01037,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Thanh Xuân,MK061C,01CN000085,1CN00486,Band 2,,HNO44,0,A,ARM
1CN00862,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Bến Thành,M00108,01CN000076,1CN00767,Band 4,,HCM04,0,A,RM
1CN00886,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Bến Thành,MJ011M,01CN000076,1CN00767,Band 5,,HCM04,1,A,TL
1CN01219,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Bến Thành (Thị Nghè),MK015S,01CN000076,1CN00767,Band 3,,HCM04,0,A,ARM
1CN00302,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Bến Thành,M00109,01CN000076,1CN00767,Band 3,,HCM04,0,A,RM
1CN01112,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Bến Thành,M00110,01CN000076,1CN00767,Band 2,,HCM04,0,A,RM
1CN01054,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Bến Thành,MK061C,01CN000076,1CN00767,Band 2,,HCM04,0,A,ARM
1CN01314,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Gò Vấp (Nguyễn Oanh),M00108,01CN000060,1CN01255,Band 4,,HCM32,0,A,RM
1CN01291,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),M00109,01CN000060,1CN01255,Band 3,,HCM32,0,A,RM
1CN00656,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),MK061C,01CN000060,1CN01255,Band 2,,HCM32,0,A,ARM
1CN00187,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),M00110,01CN000060,1CN01255,Band 2,,HCM32,0,A,RM
1CN00945,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Bình Dương,M00107,01CN000079,1CN00295,Band 4,,BDU01,0,A,RM
1CN00433,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Bình Dương,M00108,01CN000079,1CN00295,Band 4,,BDU01,0,A,RM
1CN01341,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Bình Dương,M00109,01CN000079,1CN00295,Band 3,,BDU01,0,A,RM
1CN01086,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Bình Dương,MK061C,01CN000079,1CN00295,Band 2,,BDU01,0,A,ARM
1CN00639,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Bình Dương,M00110,01CN000079,1CN00295,Band 2,,BDU01,0,A,RM
1CN01271,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Cần Thơ,M00108,01CN000022,1CN00645,Band 4,,CTH01,0,A,RM
1CN00555,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Cần Thơ,M00109,01CN000022,1CN00645,Band 3,,CTH01,0,A,RM
1CN00820,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Cần Thơ,MK015S,01CN000022,1CN00645,Band 3,,CTH01,0,A,ARM
1CN01081,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Cần Thơ,MK061C,01CN000022,1CN00645,Band 2,,CTH01,0,A,ARM
1CN00056,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Cộng Hòa,MJ011M,01CN000083,1CN00735,Band 5,,HCM12,1,A,TL
1CN00833,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Cộng Hòa,M00108,01CN000083,1CN00735,Band 4,,HCM12,0,A,RM
1CN00509,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Cộng Hòa,M00109,01CN000083,1CN00735,Band 3,,HCM12,0,A,RM
1CN00080,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Cộng Hòa,M00110,01CN000083,1CN00735,Band 2,,HCM12,0,A,RM
1CN00364,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Cộng Hòa,MK061C,01CN000083,1CN00735,Band 2,,HCM12,0,A,ARM
1CN00579,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Đô Thành,M00108,01CN000061,1CN00277,Band 4,,HCM29,0,A,RM
1CN01117,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Đô Thành,MJ011M,01CN000061,1CN00277,Band 5,,HCM29,1,A,TL
1CN00961,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Đô Thành,M00110,01CN000061,1CN00277,Band 2,,HCM29,0,A,RM
1CN00421,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đô Thành,MK061C,01CN000061,1CN00277,Band 2,,HCM29,0,A,ARM
1CN00870,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hồ Chí Minh,MK061C,01CN000037,1CN00528,Band 2,,HCM01,0,A,ARM
1CN01279,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Sài Gòn,MK015S,01CN000067,1CN01319,Band 3,,HCM19,0,A,ARM
1CN00957,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Sài Gòn,M00109,01CN000067,1CN01319,Band 3,,HCM19,0,A,RM
1CN00999,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Sài Gòn,MK061C,01CN000067,1CN01319,Band 2,,HCM19,0,A,ARM
1CN01327,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Sài Gòn,M00110,01CN000067,1CN01319,Band 2,,HCM19,0,A,RM
1CN01027,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Tân Bình,M00108,01CN000069,1CN01114,Band 4,,HCM41,0,A,RM
1CN00888,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Tân Bình,M00109,01CN000069,1CN01114,Band 3,,HCM41,0,A,RM
1CN01369,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Tân Bình,MK015S,01CN000069,1CN01114,Band 3,,HCM41,0,A,ARM
1CN00322,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Tân Bình,MK061C,01CN000069,1CN01114,Band 2,,HCM41,0,A,ARM
1CN01137,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Tân Bình,M00110,01CN000069,1CN01114,Band 2,,HCM41,0,A,RM
1CN01183,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Vũng Tàu,MJ011M,01CN000059,1CN00027,Band 5,,BRV01,1,A,TL
1CN00773,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Vũng Tàu,M00108,01CN000059,1CN00027,Band 4,,BRV01,0,A,RM
1CN00444,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Vũng Tàu,M00109,01CN000059,1CN00027,Band 3,,BRV01,0,A,RM
1CN00774,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Vũng Tàu,MK015S,01CN000059,1CN00027,Band 3,,BRV01,0,A,ARM
1CN01005,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Hải Châu,M00107,01CN000003,1CN00017,Band 4,,DAN03,0,A,RM
1CN00349,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Hải Châu,M00109,01CN000003,1CN00017,Band 3,,DAN03,0,A,RM
1CN00323,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hải Châu,MK015S,01CN000003,1CN00017,Band 3,,DAN03,0,A,ARM
1CN01098,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Hải Châu,M00110,01CN000003,1CN00017,Band 2,,DAN03,0,A,RM
1CN01263,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Đà Nẵng,M00107,01CN000023,1CN00959,Band 4,,DAN01,0,A,RM
1CN00991,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Đà Nẵng,M00108,01CN000023,1CN00959,Band 4,,DAN01,0,A,RM
1CN00143,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đà Nẵng,MK015S,01CN000023,1CN00959,Band 3,,DAN01,0,A,ARM
1CN00537,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Đà Nẵng,M00109,01CN000023,1CN00959,Band 3,,DAN01,0,A,RM
1CN00832,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Đà Nẵng,M00110,01CN000023,1CN00959,Band 2,,DAN01,0,A,RM
1CN01214,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đà Nẵng,MK061C,01CN000023,1CN00959,Band 2,,DAN01,0,A,ARM
1CN00007,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Khánh Hòa,M00108,01CN000038,1CN00244,Band 4,,KHO01,0,A,RM
1CN00030,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Khánh Hòa,M00109,01CN000038,1CN00244,Band 3,,KHO01,0,A,RM
1CN00653,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Khánh Hòa,MK061C,01CN000038,1CN00244,Band 2,,KHO01,0,A,ARM
1CN00562,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Khánh Hòa,M00110,01CN000038,1CN00244,Band 2,,KHO01,0,A,RM
1CN00767,Giám đốc Trung tâm Khách hàng Doanh nghiệp Bến Thành,BA013M,01CN000076,1CN00488,Band 6,,HCM04,1,A,HH
1CN01255,Giám đốc Trung tâm Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),BA013M,01CN000060,1CN00488,Band 6,,HCM32,1,A,HH
1CN00800,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hà Đông (Văn Quán),BA013M,01CN000024,1CN01229,Band 6,,HNO49,1,A,HH
1CN00017,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hải Châu,BA013M,01CN000003,1CN00367,Band 6,,DAN03,1,A,HH
1CN01351,Giám đốc Khách hàng Doanh nghiệp lớn 2 Miền Bắc,MJ008M,01CN000028,1CN00927,Band 7,,HNO01,1,A,BO
1CN00454,Giám đốc Trung tâm Khách hàng Doanh nghiệp Thành Công,BA013M,01CN000034,1CN01229,Band 6,,HNO11,1,A,HH
1CN00295,Giám đốc Trung tâm Khách hàng Doanh nghiệp Bình Dương,BA013M,01CN000079,1CN00367,Band 6,,BDU01,1,A,HH
1CN00645,Giám đốc Trung tâm Khách hàng Doanh nghiệp Cần Thơ,BA013M,01CN000022,1CN00367,Band 6,,CTH01,1,A,HH
1CN00405,Giám đốc Trung tâm Khách hàng Doanh nghiệp Cầu Giấy,BA013M,01CN000006,1CN01229,Band 6,,HNO52,1,A,HH
1CN00735,Giám đốc Trung tâm Khách hàng Doanh nghiệp Cộng Hòa,BA013M,01CN000083,1CN00488,Band 6,,HCM12,1,A,HH
1CN00959,Giám đốc Trung tâm Khách hàng Doanh nghiệp Đà Nẵng,BA013M,01CN000023,1CN00367,Band 6,,DAN01,1,A,HH
1CN00277,Giao phụ trách Giám đốc Trung tâm Khách hàng Doanh nghiệp Đô Thành,BA013M,01CN000061,1CN00488,Band 5,,HCM29,1,A,HH
1CN00209,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hà Nội,BA013M,01CN000041,1CN01229,Band 6,,HNO17,1,A,HH
1CN00199,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hải Phòng,BA013M,01CN000020,1CN00367,Band 6,,HPH01,1,A,HH
1CN00244,Giám đốc Trung tâm Khách hàng Doanh nghiệp Khánh Hòa,BA013M,01CN000038,1CN00367,Band 6,,KHO01,1,A,HH
1CN00764,Giám đốc Trung tâm Khách hàng Doanh nghiệp Long Biên,BA013M,01CN000001,1CN01229,Band 6,,HNO63,1,A,HH
1CN01243,Giám đốc Trung tâm Khách hàng Doanh nghiệp Quảng Ninh,BA013M,01CN000044,1CN00367,Band 6,,QNI01,1,A,HH
1CN01319,Giám đốc Trung tâm Khách hàng Doanh nghiệp Sài Gòn,BA013M,01CN000067,1CN00488,Band 6,,HCM19,1,A,HH
1CN01114,Giám đốc Trung tâm Khách hàng Doanh nghiệp Tân Bình,BA013M,01CN000069,1CN00488,Band 6,,HCM41,1,A,HH
1CN00486,Giám đốc Trung tâm Khách hàng Doanh nghiệp Thanh Xuân,BA013M,01CN000085,1CN01229,Band 6,,HNO44,1,A,HH
1CN00027,Giám đốc Trung tâm Khách hàng Doanh nghiệp Vũng Tàu,BA013M,01CN000059,1CN00367,Band 6,,BRV01,1,A,HH
1CN01241,Giám đốc Trung tâm Khách hàng Doanh nghiệp Đống Đa,BA013M,01CN000073,1CN01229,Band 6,,HNO34,1,A,HH
1CN00339,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hà Đông (Văn Quán),MJ120S,01CN000024,1CN00800,Band 3,,HNO49,0,I,RM
1CN00340,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hoàng Mai (Hoàng Văn Thái),MJ120S,01CN000072,1CN00830,Band 3,,HNO65,0,I,RM
1CN01380,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Bắc Ninh,MJ121C,01CN000070,1CN00060,Band 2,,BNI01,0,I,RM
1CN01247,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cầu Giấy,MJ120S,01CN000006,1CN00405,Band 3,,HNO52,0,I,RM
1CN00944,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hà Nội,MJ120S,01CN000041,1CN00209,Band 3,,HNO17,0,I,RM
1CN00472,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hải Phòng,MJ121C,01CN000020,1CN00199,Band 2,,HPH01,0,I,RM
1CN00026,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Gò Vấp (Nguyễn Oanh),MJ121C,01CN000060,1CN01255,Band 2,,HCM32,0,I,RM
1CN00642,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Sài Gòn,MJ120S,01CN000067,1CN01319,Band 3,,HCM19,0,I,RM
1CN01187,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hải Châu,MJ120S,01CN000003,1CN00017,Band 3,,DAN03,0,I,RM
1CN00894,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hải Châu,MJ121C,01CN000003,1CN00017,Band 2,,DAN03,0,I,RM
1CN00013,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Đà Nẵng,MJ120S,01CN000023,1CN00959,Band 3,,DAN01,0,I,RM
1CN00215,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Đà Nẵng,MJ121C,01CN000023,1CN00959,Band 2,,DAN01,0,I,RM
1CN00819,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Khánh Hòa,MJ121C,01CN000038,1CN00244,Band 2,,KHO01,0,I,RM
1CN00560,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hà Đông (Văn Quán),MJ121C,01CN000024,1CN00800,Band 2,,HNO49,0,I,RM
1CN00786,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hoàng Mai (Hoàng Văn Thái),MJ121C,01CN000072,1CN00830,Band 2,,HNO65,0,I,RM
1CN00432,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Tây Hồ (Thụy Khuê),MJ120S,01CN000034,1CN00454,Band 3,,HNO20,0,I,RM
1CN01238,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Tây Hồ (Thụy Khuê),MJ121C,01CN000034,1CN00454,Band 2,,HNO20,0,I,RM
1CN00200,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cầu Giấy,MJ121C,01CN000006,1CN00405,Band 2,,HNO52,0,I,RM
1CN01128,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Đống Đa,MJ121C,01CN000073,1CN01241,Band 2,,HNO34,0,I,RM
1CN00287,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Hà Nội,MJ121C,01CN000041,1CN00209,Band 2,,HNO17,0,I,RM
1CN00196,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Long Biên,MJ121C,01CN000001,1CN00764,Band 2,,HNO63,0,I,RM
1CN00892,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Thanh Xuân,MJ120S,01CN000085,1CN00486,Band 3,,HNO44,0,I,RM
1CN00216,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Thanh Xuân,MJ121C,01CN000085,1CN00486,Band 2,,HNO44,0,I,RM
1CN00651,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Bến Thành (Thị Nghè),MJ120S,01CN000076,1CN00767,Band 3,,HCM10,0,I,RM
1CN01317,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Bến Thành (Thị Nghè),MJ121C,01CN000076,1CN00767,Band 2,,HCM10,0,I,RM
1CN00587,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Gò Vấp,MJ120S,01CN000060,1CN01255,Band 3,,HCM32,0,I,RM
1CN00208,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Bình Dương,MJ121C,01CN000079,1CN00295,Band 2,,BDU01,0,I,RM
1CN00062,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cần Thơ,MJ120S,01CN000022,1CN00645,Band 3,,CTH01,0,I,RM
1CN01306,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cộng Hòa,MJ121C,01CN000083,1CN00735,Band 2,,HCM12,0,I,RM
1CN00455,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Đô Thành,MJ121C,01CN000061,1CN00277,Band 2,,HCM29,0,I,RM
1CN00556,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Sài Gòn,MJ121C,01CN000067,1CN01319,Band 2,,HCM19,0,I,RM
1CN00986,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Tân Bình,MJ120S,01CN000069,1CN01114,Band 3,,HCM41,0,I,RM
1CN00616,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Tân Bình,MJ121C,01CN000069,1CN01114,Band 2,,HCM41,0,I,RM
1CN00937,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Vũng Tàu,MJ120S,01CN000059,1CN00027,Band 3,,BRV01,0,I,RM
1CN01163,Chuyên viên hỗ trợ Quan hệ Khách hàng Doanh nghiệp Bắc Ninh,MK061C,01CN000070,1CN00060,Band 2,,BNI01,0,A,ARM
1CN00963,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hà Đông,BA013M,01CN000024,1CN01229,,,HNO49,0,I,HH
1CN00830,Giám đốc Trung tâm Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),BA013M,01CN000072,1CN01229,Band 6,,HNO65,1,A,HH
1CN00466,Giám đốc Trung tâm Khách hàng Doanh nghiệp Tây Hồ,BA013M,01CN000034,1CN01229,,,HNO20,0,I,HH
